,datetime,message,negativity,neutrality,positivity,compound,city,oblast
156,"07:02 PM, 01 Jan 2023","The war will not end soon, and the West must be prepared for long-term support of Ukraine NATO Secretary General Stoltenberg said this in an interview with the BBC. ""We have to be ready for the long haul, because, as you have noticed, russia has no intention of giving up its main goal of establishing control over Ukraine,"" he said. 🇺🇦Real War",0.134,0.738,0.128,-0.3612,n/a,n/a
157,"07:03 PM, 01 Jan 2023",Volodymyr Zelenskyy congratulated Prime Minister of Sweden on the beginning of Sweden's presidency in the EU Council https://t.me/operativnoZSU,0.0,1.0,0.0,0.0,n/a,n/a
158,"07:04 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
159,"07:04 PM, 01 Jan 2023",Luiz Inacio Lula da Silva took the oath of office of the President of Brazil. The politician will lead the country for the third time in his career. 👉 Subscribe to ZN.UA,0.0,1.0,0.0,0.0,n/a,n/a
160,"07:08 PM, 01 Jan 2023","In Brazil, a man was detained who tried to get to the inauguration of the new President Luiz Inácio ""Lula"" da Silva with an explosive device and a knife. In May 2022, Lula said in an interview with TIME that not only Putin, but also the US, the EU and Zelenskyy were to blame for Russia's invasion of Ukraine. He said that Ukraine should have abandoned the path to the EU and NATO and instead negotiated with Russia. The government of the previous Brazilian President Jair Bolsonaro was neutral in Russia's war against Ukraine. @babel",0.138,0.862,0.0,-0.936,n/a,n/a
161,"07:12 PM, 01 Jan 2023",☁️ What will be the weather in Kharkiv region in the first week of January,0.0,1.0,0.0,0.0,Kharkiv,Kharkiv
162,"07:13 PM, 01 Jan 2023","👹 ""Their contract's up! Well guys, happy New Year!"" That's how the head of the Wagner PMC Prigozhin addressed the corpses in bags. Allegedly, the video was shot near Bakhmut. From there, two hundred Vagnerians in black bags are sent home. 🇺🇦 Ukraine Now",0.0,0.865,0.135,0.7494,n/a,n/a
163,"07:15 PM, 01 Jan 2023",💥 The Ukrainian Navy showed the elimination of an anti-ship mine that was washed up on the shores of Odesa. 👉 Subscribe to ZN.UA,0.0,1.0,0.0,0.0,n/a,n/a
164,"07:15 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
165,"07:15 PM, 01 Jan 2023","🙌🏻 In 2022, Ukraine returned home 1,596 prisoners",0.32,0.68,0.0,-0.5106,n/a,n/a
166,"07:21 PM, 01 Jan 2023",The head of Mykolaiv region Kim said that racists launched two groups of shahids! Air alert has already been declared in Zaporizhzhia and Kirovohrad regions!,0.118,0.739,0.144,-0.3365,Zaporizhzhia,Zaporizhzhia
167,"07:23 PM, 01 Jan 2023","Kim reports that there are two groups of shahids in the sky Preliminarily, one moped is heading in the direction of Zaporizhzhya region🤬 There and in the Kirovograd region have declared an alert. Be aware of the air-raid alarms. Send the news to @our_odessabot 👉🏻",0.044,0.909,0.047,0.0258,n/a,n/a
168,"07:23 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
169,"07:23 PM, 01 Jan 2023",Video of the elimination of a mine that washed up on the coast due to a storm Send the news to @our_odessabot 👉🏻,0.0,1.0,0.0,0.0,n/a,n/a
170,"07:23 PM, 01 Jan 2023","History in pictures - the first Ukrainian channel, which shows the history of Ukraine and the world in pictures We recommend to subscribe - t.me/history_ukr",0.0,0.898,0.102,0.3612,n/a,n/a
171,"07:24 PM, 01 Jan 2023",☁️ What will be the weather in Kharkiv region in the first week of January,0.0,1.0,0.0,0.0,Kharkiv,Kharkiv
172,"07:24 PM, 01 Jan 2023","🤬 From the south fly ""shahids"" Vitaly Kim, head of the Mykolayiv regional state administration, warns about it 🇺🇦 Ukraine Now",0.069,0.931,0.0,-0.1027,n/a,n/a
173,"07:29 PM, 01 Jan 2023","Kim warns of two groups of ""mopeds"" in the air, and meanwhile our fighters are ready to meet them The photo shows our mobile firing squad hunting for the Iranian Shahedin. UA Insider | Subscribe",0.133,0.8,0.067,-0.128,n/a,n/a
174,"07:34 PM, 01 Jan 2023",Britain has stopped importing Russian liquefied natural gas This was announced by the Ministry of Foreign Affairs of Great Britain on its Twitter page. 🇺🇦 Ukraine Now,0.058,0.738,0.203,0.6908,n/a,n/a
175,"07:40 PM, 01 Jan 2023","Putin miscalculated in Ukraine, like Stalin in the attack on Finland - President of Finland ""Stalin and Putin failed to recognize the key factor. The fact is that people living in a free country value their will and principles. And that a nation that makes joint efforts is a huge force,"" Sauli Niiniste said. The President of Finland also emphasized that ""it is impossible not to notice the similarity of the situation with the Winter War, when the Soviets assumed that they would take Helsinki within two weeks"". ""To end the suffering of the Ukrainian people, we must also dare to talk about peace. Every single day that the war in Ukraine continues increases its bitter price... The prospect is bleak. But a just peace is such an important goal that any sincere attempt to achieve it deserves support. Like Ukraine's efforts to have its initiative considered by the UN,"" Niiniste concluded.",0.076,0.758,0.166,0.9366,n/a,n/a
176,"07:47 PM, 01 Jan 2023","⚡️The head of the Defense Ministry's GUR Budanov shared his predictions for 2023: 📍 The occupiers have two missiles left for two massive attacks 📍 One missile attack should take Russia 1.5-2 months 📍 Russia will have a critical arms situation by March 📍 the occupants have a big problem with motor production 📍 The military situation in Bakhmut is not catastrophic, there is a disaster with the city itself and the destruction caused by the occupants, who are suffering ""rabid losses"" near Bakhmut 📍 Protests in Russia are unreal, more than 70% of Russians support the war 📍 Mobilization in Russia has been going on continuously since March 2022 📍 from January 5th Russia is preparing to close the borders for Russians under 55 years old (from Russia and Belarus) 📍 Next year will bring joy and victory to Ukraine and power transfer to Russia 📍 victory is the return of Ukraine to the borders of 1991. But this will not be the end of all processes, they will be quite long",0.116,0.832,0.052,-0.8476,Bakhmut,Donetsk
177,"07:55 PM, 01 Jan 2023","#Military_blogs Military observer Urich about the events in the Middle East for January 1 - The Turkish army's withdrawal from Syria was not discussed in Moscow. - In 2022, Russia/Assad regime killed 165 people in the Free Lands. - Israel launched more strikes on Syria in 2022 than in 2021. - Iran and Hezbollah have accumulated a significant arsenal of missiles against Israel. - The Iranian regime has disagreements about the protests. https://mil.in.ua/uk/blogs/dajdzhest-podij-na-blyzkomu-shodi-1-sichnya-2023-roku/ #Asia #World Middle East in Ukrainian https://t.me/MiddleEastinUkrainian",0.142,0.767,0.091,-0.7425,n/a,n/a
178,"07:55 PM, 01 Jan 2023","The head of the ""Wagner group"" showed the scale of his losses in one of the morgues Also in one of the Russian cities a large cemetery of Russian mercenaries was created without a single photo https://mil.in.ua/uk/news/grupa-vagnera-rozkryla-masshtaby-vtrat/ #Ukraine #Russia @milinua",0.066,0.885,0.049,-0.1779,n/a,n/a
179,"08:06 PM, 01 Jan 2023",Report on the work of the air defense in the Mykolayiv region The information is updated 🇺🇦 Ukraine Now,0.0,0.923,0.077,0.128,n/a,n/a
180,"08:06 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
181,"08:07 PM, 01 Jan 2023","🇱🇹 Lithuanian MEP Petras Auštrevičius - ""We must clearly tell Belarusians, as well as Russians, that they are not welcome here"" ""I am convinced that the difference between the citizens of Belarus and Russia is decreasing""...... ""If the two regimes are more and more similar, why is our attitude towards their residents still different?"" he added. 🚝 Over the past year, about 900 thousand Belarusians arrived in Lithuania, 100 thousand less left. According to Mr. Auštrevičius, Belarusians who want to come to Lithuania should be subject to the same restrictions as the residents of Muscovy, that is, exceptions should be made only for those fleeing persecution, political activists or opposition. According to P. Auštrevičius, Lithuanians who go to Belarus are also a delicate problem. ""Do you agree that the money you spent in Belarus will be used against Ukraine and, possibly, against Lithuania?"" - Austrevicius asked. 🧐It is nice to see that representatives of other countries also identify White Russia with Muscovy and put these two undercountries on the same level. It is worth emphasizing that White Muscovy is the same aggressor and participant in the Russian-Ukrainian war, participates in the murder of Ukrainians and must bear full responsibility for what it has done.",0.071,0.849,0.08,-0.4098,n/a,n/a
182,"08:08 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
183,"08:10 PM, 01 Jan 2023","It is reported about the explosions in the Mykolayiv region, specify Send news @niko9_bot 👉SUBSCRIBE",0.0,1.0,0.0,0.0,n/a,n/a
184,"08:10 PM, 01 Jan 2023",Another minus one in the Beryslav region Send news @niko9_bot 👉SUBSCRIBE,0.0,1.0,0.0,0.0,n/a,n/a
185,"08:10 PM, 01 Jan 2023","Berislavsky district, Kherson region minus a moped Send news @niko9_bot 👉SUBSCRIBE",0.0,1.0,0.0,0.0,Kherson,Kherson
186,"08:10 PM, 01 Jan 2023",Dnipropetrovs'k region has air defense system Channel about Dnipro 👉🏻 HERE 21.44 air defense is working in Kherson region send news @niko9_bot 👉SUBSCRIBE,0.0,0.875,0.125,0.25,Kherson,Kherson
187,"08:10 PM, 01 Jan 2023",3-5 mopeds over the Kherson region Watch here 👉 https://t.me/hueviyherson,0.0,1.0,0.0,0.0,Kherson,Kherson
188,"08:10 PM, 01 Jan 2023",Shahids are reportedly on their way to Mykolaiv region via Kherson and Dnipropetrovsk region via Zaporizhzhya send news @niko9_bot 👉,0.0,1.0,0.0,0.0,Kherson,Kherson
189,"08:10 PM, 01 Jan 2023",Air. 2 groups of mopeds - Kim Send news @niko9_bot 👉SIGN UP,0.0,1.0,0.0,0.0,n/a,n/a
190,"08:10 PM, 01 Jan 2023","UAV ""Shahed"" in the direction of Zaporizhzhia region An alarm was given there send news @niko9_bot 👉SUBSCRIBE",0.13,0.87,0.0,-0.34,Zaporizhzhia,Zaporizhzhia
191,"08:10 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
192,"08:12 PM, 01 Jan 2023","Meanwhile, it is reported that in Bryansk loudly 💥 Need help, what happened? Link to us https://t.me/+NnHkW1Kd_ophMDZi Send news to @Kharkiv_Lifebot 👉",0.0,0.876,0.124,0.4019,n/a,n/a
193,"08:12 PM, 01 Jan 2023","Vitaly Kim reported that Russia launched 2 groups of ""shahedin"" Link to us https://t.me/+NnHkW1Kd_ophMDZi Send news to @Kharkiv_Lifebot 👉",0.0,0.914,0.086,0.128,n/a,n/a
194,"08:12 PM, 01 Jan 2023",It is reported that there are 5 groups of 5 mopeds each Link to us https://t.me/+NnHkW1Kd_ophMDZi Send news to @Kharkiv_Lifebot 👉,0.0,1.0,0.0,0.0,n/a,n/a
195,"08:12 PM, 01 Jan 2023","Reports of explosions in Dnepropetrovsk region, tentatively - air defense. We recommend following the situation in Dnepr HERE Link to us https://t.me/+NnHkW1Kd_ophMDZi Send news to @Kharkiv_Lifebot 👉",0.0,0.852,0.148,0.4588,n/a,n/a
196,"08:12 PM, 01 Jan 2023",These are the drivers of public transport you can meet in Kharkov 😁🎅🏻 Send news to @Kharkiv_Lifebot 👉,0.0,1.0,0.0,0.0,n/a,n/a
197,"08:12 PM, 01 Jan 2023",It is reported that the shahid is moving in the direction of the Zaporozhye region. There and in the Kirovograd region have declared an alarm. Be vigilant. Link to us https://t.me/+NnHkW1Kd_ophMDZi Send news to @Kharkiv_Lifebot 👉,0.065,0.889,0.046,-0.1779,n/a,n/a
198,"08:12 PM, 01 Jan 2023","💥 On New Year's Eve there were no calls to the police for the use of fireworks and firecrackers in Kharkiv It should be reminded that for the use or sale of fireworks in Ukraine there is administrative responsibility, a fine of up to 34 thousand UAH. Send news to @Kharkiv_Lifebot 👉",0.043,0.922,0.035,-0.1027,Kharkiv,Kharkiv
199,"08:17 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
200,"08:17 PM, 01 Jan 2023",⚡️ VSU hit Russian mobilized base in occupied Makiivka from HIMARS About 600 people are reported dead. Waiting for confirmation from the General Staff 💥,0.158,0.842,0.0,-0.6486,Makiivka,Donetsk
201,"08:17 PM, 01 Jan 2023","⚡️Despite significant losses, the Russian occupants continue to attempt offensive actions in the Bakhmut direction The enemy, who lost 760 men killed only yesterday, continues to attempt offensives in the Bakhmut direction and tries to improve the tactical position of its troops in the Kupiansky, Limansky and Avdeevsky directions. In the Novopavlovsk and Zaporizhzhya directions, the enemy is defending, while in the Kherson direction it is regrouping its forces, according to the General Staff.",0.234,0.714,0.052,-0.9485,Kherson,Kherson
202,"08:17 PM, 01 Jan 2023","Volunteers in Bakhmut told the journalist of ""Ukraine Now"" that due to the lack of water in the city they have to risk their lives to collect it from the river ""We have no water at all. We collect rainwater, bathe, wash. We take water from the Bakhmutka river. They brought us tablets with which we purify water and drink it,"" said a volunteer named Oleksiy. Just across the river there are already occupants' positions. Oleksiy says he is afraid to go for water, because he has already come under fire there five times, but ""we have to survive somehow"". 🇺🇦 Ukraine Now",0.062,0.938,0.0,-0.5423,Bakhmut,Donetsk
203,"08:17 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
204,"08:19 PM, 01 Jan 2023","🎄Ukrainian Christmas tree of invincibility is among the five best in the world The main Christmas tree of Ukraine, which, despite the Russian invasion, was installed in Kyiv on Sofia Square, was included in the ranking of the best Christmas trees in the world, BBC News reports. The first place in the ranking was taken by the Christmas tree of Vilnius. It is followed by the Christmas tree from Hong Kong. Christmas trees of Stockholm and Caracas are on the third and fourth places. But the Kyiv Christmas tree is on the fifth place in the ranking. It is followed by the Christmas tree from New York. @strichka_ua - stay up to date",0.0,0.955,0.045,0.6369,Kyiv,Kyiv
205,"08:22 PM, 01 Jan 2023","Dear friends, we remind you that from today all Ukrainians can get energy-saving LED lamps for free Old incandescent lamps should be replaced. How many bulbs can you get? According to the website of the department, a total of 5 old lamps can be exchanged for 5 new ones. Only Ukrainians over 18 years old can do this. Why is it useful for the country? They explain that it is a significant saving. After all, new LED lamps can save the country up to 1.5 gigawatts of electricity during peak hours. How to exchange light bulbs? A person who decides to use the program needs to: ▫️ previously leave an application in the public services application ""Diia"", ▫️ come to the Ukrposhta branch, ▫️ exchange five old-style lamps for the same number of LED lamps. Send the news to @our_odessabot 👉🏻",0.008,0.865,0.127,0.948,n/a,n/a
206,"08:22 PM, 01 Jan 2023","Berislavsky district, Kherson region minus a moped Follow the situation in Kherson HERE Send news to @our_odessabot 👉🏻",0.0,1.0,0.0,0.0,Kherson,Kherson
207,"08:28 PM, 01 Jan 2023",⚡Dnipropetrovsk region - air defense is working. https://t.me/operativnoZSU,0.0,0.8,0.2,0.128,n/a,n/a
208,"08:28 PM, 01 Jan 2023",The good news is😳 https://t.me/operativnoZSU,0.0,0.58,0.42,0.4404,n/a,n/a
209,"08:28 PM, 01 Jan 2023",Where the alarm is announced and will be announced - stay in shelters. https://t.me/operativnoZSU,0.167,0.833,0.0,-0.34,n/a,n/a
210,"08:28 PM, 01 Jan 2023",Makiivka. Arrival of a New Year's gift to the occupiers' base 🔥🔥🔥 https://t.me/operativnoZSU,0.0,0.791,0.209,0.4404,n/a,n/a
211,"08:28 PM, 01 Jan 2023","🇪🇺🇺🇦 ""In 2022, Russia decided to completely abandon its commitments to fundamental human rights and attacked Ukraine and global security. At the end of the year, Putin is once again trying to drive Ukrainians into darkness with despicable attacks. We are determined to continue supporting Ukraine in 2023."" - High Representative of the EU for Foreign Affairs and Security Policy and Vice-President of the European Commission Josep Borrell. https://t.me/operativnoZSU",0.135,0.72,0.145,-0.0591,n/a,n/a
212,"08:32 PM, 01 Jan 2023","Here is a video of the alleged demolition of the Russian Armed Forces base in Makeyevka, where up to 600 Russians were ""demobilized The Z-patriots in their publications indirectly confirm the exact strike of the AFU on the building of the vocational school and the deaths of hundreds of mobilized invaders. 2023, don't stop😏 Insider UA | Subscribe",0.102,0.898,0.0,-0.7297,n/a,n/a
213,"08:33 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
214,"08:33 PM, 01 Jan 2023","Azovstal's ""Ptashka"" sang ""Oy, u luzi chervona kalina"" on Sofia Square in Kyiv There were no tears or hugs from passers-by.",0.169,0.7,0.132,0.0258,Kyiv,Kyiv
215,"08:34 PM, 01 Jan 2023","🎄Ukrainian Christmas tree of invincibility is among the five best in the world The main Christmas tree of Ukraine, which, despite the Russian invasion, was installed in Kyiv on Sofia Square, was included in the ranking of the best Christmas trees in the world, BBC News reports. The first place in the ranking was taken by the Christmas tree of Vilnius. It is followed by the Christmas tree from Hong Kong. Christmas trees of Stockholm and Caracas are on the third and fourth places. But the Kyiv Christmas tree is on the fifth place in the ranking. It is followed by the Christmas tree from New York.",0.0,0.953,0.047,0.6369,Kyiv,Kyiv
216,"08:37 PM, 01 Jan 2023","Parts of the Russian X-55 missile were found in one of the districts of Kyiv region, said the head of the regional police Andriy Nebytov. @babel",0.0,1.0,0.0,0.0,Kyiv,Kyiv
217,"08:39 PM, 01 Jan 2023",‼️Kursk region - loudly https://t.me/operativnoZSU,0.0,1.0,0.0,0.0,n/a,n/a
218,"08:45 PM, 01 Jan 2023","⚡️Main news for January 1: ▪️ On New Year's Eve, the Air Defense Forces shot down 45 Shahed ▪️ New Year's Eve in the capital: Falling rocket fragments, fireworks and curfew violators ▪️ Ukrainian Christmas tree of invincibility is among the five best in the world ▪️ Putin miscalculated in Ukraine, like Stalin in the attack on Finland - Finnish President ▪️ As of today, the UK has completely stopped imports of Russian liquefied natural gas",0.112,0.766,0.122,0.228,n/a,n/a
219,"08:46 PM, 01 Jan 2023","On January 1, Volodymyr Gelunenko from Kharkiv region was killed in action in the Bakhmut sector. The defender of Ukraine was 57 years old",0.161,0.789,0.05,-0.6249,Bakhmut,Donetsk
220,"08:46 PM, 01 Jan 2023","Forwarded from SOCIAL NEWS ""According to the calendar, it is clear that it is New Year. But now there is no mood. New Year, and we are here - far from home. Moreover, the home is occupied.... We are here so that they can celebrate there,"" says Oleksandr from Melitopol, a gun commander of the 10th separate mountain assault brigade, which is currently serving in the Bakhmut direction. The soldiers celebrated the New Year at their positions, in dugouts and with artillery installations. Some of them have not been home since the beginning of the full-scale invasion. We spent New Year's Eve with them - see how it was in the report https://youtu.be/4hXocRJNjgQ YouTubeNew Year at the front - Suspilne News report from the Bakhmut direction How the New Year was celebrated at the front, in dugouts and with artillery installations - in the report of Suspilne News. We spent New Year's Eve with the soldiers of the 10th separate mountain assault brigade who serve in the Bakhmut direction. The soldiers celebrated the New Year at their positions, in a dugout. Some of them have not been home since the beginning of the full-scale invasion. They say they have no New Year mood, they only want to ""send gifts to the place where the Russian military are deployed. How the military celebrate the New Year at the Donbas front - in the video of Suspilne News. Authors: Daryna Kolomiets, Viktor Mozgovyi and Olena Dunyak #Bakhmut #war #Ukraine Subscribe to our channel and press the bell https://www.youtube.com/c/1tvUkraine",0.067,0.833,0.1,0.886,Bakhmut,Donetsk
221,"08:46 PM, 01 Jan 2023","💪🏻Ukraine can turn the tide of the war in Donbass, but needs HIMARS and MLRS russia is waging an early 20th century type of war against Ukraine, and Moscow still has the ability to continue such hostilities, believes Sergei Cherevaty. ""Unfortunately, Russia still has an opportunity to wage such a war of the beginning of the 20th century; it has mobilization resources and stocks of old Soviet weapons. However, it can be substantially turned around if our partners continue or, even better, intensify the supply of high-precision weapon systems or aviation to us, if they strengthen the missile forces and artillery,"" Cherevaty emphasized.",0.185,0.711,0.104,-0.91,n/a,n/a
222,"08:49 PM, 01 Jan 2023",🔥🔥🔥Cotton in Belgorod / region! https://t.me/operativnoZSU,0.0,1.0,0.0,0.0,n/a,n/a
223,"08:49 PM, 01 Jan 2023",The watchful eye of victorious warriors. Soldiers of the 66th Brigade find and destroy Russian occupants even under the cover of dense forest 📹66 ombr https://t.me/operativnoZSU,0.123,0.877,0.0,-0.5423,n/a,n/a
224,"08:50 PM, 01 Jan 2023","🔥 The Ukrainian Armed Forces sent a ""gift"" to the base of mobilized Russian soldiers in temporarily occupied Makiivka, Donetsk Oblast, as chimes chimed in. In local chats write that the dead occupants from 350 to 600 people, including 3 high-ranking commanders. The information requires confirmation! Waiting! 🇺🇦 Ukraine Now",0.096,0.904,0.0,-0.7081,Donetsk,Donetsk
225,"08:50 PM, 01 Jan 2023","❗️Air alarm is again spreading in Ukraine The information is updated Explosions are reported again in Dnipropetrovsk region, preliminary - repeated work of air defense. 🇺🇦 Ukraine Now",0.083,0.865,0.052,-0.2263,n/a,n/a
226,"08:51 PM, 01 Jan 2023",Kherson and Mykolaiv regions - work of air defense @antiitforce,0.0,0.842,0.158,0.128,Mykolaiv,Mykolaiv
227,"08:51 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
228,"08:55 PM, 01 Jan 2023","On January 1, Volodymyr Gelunenko from Kharkiv region was killed in action in the Bakhmut sector. The defender of Ukraine was 57 years old",0.161,0.789,0.05,-0.6249,Bakhmut,Donetsk
229,"08:55 PM, 01 Jan 2023","Forwarded from SOCIAL NEWS ""According to the calendar, it is clear that it is New Year. But now there is no mood. New Year, and we are here - far from home. Moreover, the home is occupied.... We are here so that they can celebrate there,"" says Oleksandr from Melitopol, a gun commander of the 10th separate mountain assault brigade, which is currently serving in the Bakhmut direction. The soldiers celebrated the New Year at their positions, in dugouts and with artillery installations. Some of them have not been home since the beginning of the full-scale invasion. We spent New Year's Eve with them - see how it was in the report https://youtu.be/4hXocRJNjgQ YouTubeNew Year at the front - Suspilne News report from the Bakhmut direction How the New Year was celebrated at the front, in dugouts and with artillery installations - in the report of Suspilne News. We spent New Year's Eve with the soldiers of the 10th separate mountain assault brigade who serve in the Bakhmut direction. The soldiers celebrated the New Year at their positions, in a dugout. Some of them have not been home since the beginning of the full-scale invasion. They say they have no New Year mood, they only want to ""send gifts to the place where the Russian military are deployed. How the military celebrate the New Year at the Donbas front - in the video of Suspilne News. Authors: Daryna Kolomiets, Viktor Mozgovyi and Olena Dunyak #Bakhmut #war #Ukraine Subscribe to our channel and press the bell https://www.youtube.com/c/1tvUkraine",0.067,0.833,0.1,0.886,Bakhmut,Donetsk
230,"08:58 PM, 01 Jan 2023","In Russia, specific gifts from a specific character😁😁 https://t.me/operativnoZSU",0.0,1.0,0.0,0.0,n/a,n/a
231,"09:00 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
232,"09:00 PM, 01 Jan 2023","Almost 15 thousand air alerts were declared in Ukraine from February 24 to December 31, 2022 🇺🇦 Ukraine Now",0.0,1.0,0.0,0.0,n/a,n/a
233,"09:06 PM, 01 Jan 2023","🐧 Indian scientists have discovered that some species of wild penguins may have a certain degree of self-awareness. The researchers conducted four experiments. In the first, they simply put some mirrors on the ground near the penguins and watched as random penguins looked into them. The second involved building a cardboard pen around the penguins, which directed them to the mirrors. During the third, scientists placed small stickers in the shape of penguins on the mirrors. And during the last test, the researchers put bibs on the penguins and put them in front of the mirror. Scientists did not find the answer in the first experiment, which was actually a discovery: many animals do not pass such a test when they believe that the creature they see in the mirror is something else, and react accordingly. In the second experiment, the penguins moved in a way that suggested they were exploring themselves. The penguins were also worried looking at the mirrors with stickers and actively tried to remove them. But they did not react at all to the fact that they were wearing a small bib. @babel",0.009,0.974,0.018,0.1531,n/a,n/a
234,"09:10 PM, 01 Jan 2023","One UAV is moving in the direction of Nikolaev, in connection with this gave the alarm Send news to @niko9_bot 👉SUBSCRIBE",0.107,0.893,0.0,-0.34,n/a,n/a
235,"09:10 PM, 01 Jan 2023","One ""landed"" 💪 But a few more are flying(c) Send news to @niko9_bot 👉",0.0,1.0,0.0,0.0,n/a,n/a
236,"09:10 PM, 01 Jan 2023",Two have already been recorded on the territory of the region from the sea. We are working... - Head of the Mykolaiv police Send news @niko9_bot 👉SUBSCRIBE,0.0,1.0,0.0,0.0,Mykolaiv,Mykolaiv
237,"09:10 PM, 01 Jan 2023",In the Kherson region air defense forces shot down a drone that was flying to Nikolaev Send news @niko9_bot 👉SUBSCRIBE,0.0,0.923,0.077,0.128,Kherson,Kherson
238,"09:10 PM, 01 Jan 2023","Reports of a ""shahid"" flying toward the Dnieper from the direction of Mikhailovka (Zaporizhzhia region). 🇺🇦 Ukraine Now",0.0,1.0,0.0,0.0,n/a,n/a
239,"09:11 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
240,"09:11 PM, 01 Jan 2023",Report of a powerful cotton in the Kursk region 🔥 Link to us https://t.me/+NnHkW1Kd_ophMDZi Send news @Kharkiv_Lifebot 👉,0.0,0.833,0.167,0.4215,n/a,n/a
241,"09:11 PM, 01 Jan 2023","Friends, we remind you that from now on all Ukrainians can get free energy-saving LED-lamps In return, you need to give back your old bulbs. How many bulbs can I get? As stated on the department's website, you can exchange a total of five old bulbs for five new ones. Only Ukrainians over the age of 18 can do this. Why is it good for the country? They explain that this is a significant savings. After all, the new LED lights can save the country up to 1.5 gigawatts of electricity during peak hours. How to exchange light bulbs? A person who decides to use the program needs: ▫️ leave an application in advance in the state service application ""Dia."" ▫️ come to the ""Ukrposhti"" branch, ▫️ exchange five old bulbs for the same number of LED bulbs. Send the news to @Kharkiv_Lifebot 👉",0.008,0.884,0.108,0.9318,n/a,n/a
242,"09:11 PM, 01 Jan 2023","In Belgorod, 4 claps are also reported 💥 Link to us https://t.me/+NnHkW1Kd_ophMDZi Send news to @Kharkiv_Lifebot 👉",0.0,1.0,0.0,0.0,n/a,n/a
243,"09:15 PM, 01 Jan 2023",🥹 TO TEARS: What the President looked like during the New Year's address in 2022 and 2023 How much endurance and strength is needed to lead the country to victory 🙏🏻,0.075,0.764,0.161,0.4708,n/a,n/a
244,"09:19 PM, 01 Jan 2023","The Russian so-called war correspondents' blogs confirm that the ZSU in temporarily occupied Makiivka targeted the building of PTU No. 19 on New Year's Eve from HIMARS MLRS. The building was occupied by mobilized people. The building is no longer there. The mobilized, according to preliminary information from Saratov region, too. According to ""military correspondents"", the arrival came just before the chimes. It is assumed that the death toll could be as high as 600 personnel. 👉 Subscribe to ZN.UA",0.14,0.86,0.0,-0.9042,Makiivka,Donetsk
245,"09:20 PM, 01 Jan 2023","There are launches of ""Shahed-136/131"" from Kherson region to Zaporizhzhya @antiitforce",0.0,1.0,0.0,0.0,Kherson,Kherson
246,"09:20 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
247,"09:29 PM, 01 Jan 2023","💥🔥 A resident of Novosibirsk fired fireworks at an apartment building on New Year's Eve, setting off a serious fire - four balconies burned down 🤔 Probably the resident of Novosibirsk has Ukrainian roots! 🇺🇦 Ukraine Now",0.202,0.798,0.0,-0.7644,n/a,n/a
248,"09:29 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
249,"09:38 PM, 01 Jan 2023",Just 🔥🔥🔥🔥 https://t.me/operativnoZSU,0.0,1.0,0.0,0.0,n/a,n/a
250,"09:39 PM, 01 Jan 2023","Today, Midjourney artificial intelligence has drawn us this first day of 2023 and Ukrainian special forces hunting for Russian invaders. Everything will be Ukraine 🇺🇦 @informnapalm",0.0,0.805,0.195,0.7003,n/a,n/a
251,"09:50 PM, 01 Jan 2023","❗️Massive alarm in Ukraine Recall, it was reported about the launches of the checkers. Do not ignore the signals. Insider UA | Subscribe",0.098,0.816,0.086,-0.0747,n/a,n/a
252,"09:53 PM, 01 Jan 2023",Wreckage of a Russian missile was found in one of the districts of Kyiv region after yesterday's massive enemy missile attack. Parts of the X-55 were found in a field near the settlement. There were no casualties or destruction. send news👉@novosti_kieva_bot 👉FOLLOW,0.258,0.742,0.0,-0.91,Kyiv,Kyiv
253,"09:53 PM, 01 Jan 2023","Vitaliy Kim said that Russia has launched 2 groups of ""shaheds"" send news @novosti_kieva_bot 👉SUBSCRIBE",0.0,0.897,0.103,0.128,n/a,n/a
254,"09:53 PM, 01 Jan 2023","Air defense is working in Dnipropetrovsk region, and about 5 Shaheds are circling over Kherson region We are watching 21.44 air defense is working in Kherson region (-3 mopeds) send news @novosti_kieva_bot 👉SUBSCRIBE",0.0,0.909,0.091,0.25,Kherson,Kherson
